timeStamp,peerId,rssi,deviceId,uploadDuration,contactDuration,closeContactDuration,exposureStatus
1753828282,cc:ba:97:e1:36:0e,-52,ESP32_38994724,292,0,0,NORMAL
1753828301,cc:ba:97:e1:36:0e,-53,ESP32_28211483,292,17,17,NORMAL
1753828320,cc:ba:97:e1:36:0e,-57,ESP32_92804283,292,36,36,NORMAL
1753828338,cc:ba:97:e1:36:0e,-59,ESP32_68293265,292,54,54,NORMAL
1753828357,cc:ba:97:e1:36:0e,-53,ESP32_59108776,292,73,73,NORMAL
1753828383,cc:ba:97:e1:36:0e,-54,ESP32_54079003,842,99,99,NORMAL
1753828401,cc:ba:97:e1:36:0e,-54,ESP32_12459402,842,117,117,NORMAL
1753828419,cc:ba:97:e1:36:0e,-66,ESP32_38637973,842,135,117,NORMAL
1753828438,cc:ba:97:e1:36:0e,-59,ESP32_40958497,842,154,135,NORMAL
1753828447,cc:ba:97:e1:36:0e,-64,ESP32_08167506,842,162,135,NORMAL
1753828457,cc:ba:97:e1:36:0e,-54,ESP32_28667104,842,178,156,NORMAL
1753828482,cc:ba:97:e1:36:0e,-81,ESP32_28237285,322,184,156,NORMAL
1753828492,cc:ba:97:e1:36:0e,-52,ESP32_38227434,322,198,171,NORMAL
1753828499,cc:ba:97:e1:36:0e,-89,ESP32_70552296,322,204,171,NORMAL
1753828500,cc:ba:97:e1:36:0e,-58,ESP32_72512150,322,216,199,NORMAL
1753828519,cc:ba:97:e1:36:0e,-54,ESP32_58182236,322,235,218,NORMAL
1753828538,cc:ba:97:e1:36:0e,-59,ESP32_98413953,322,254,237,NORMAL
1753828546,cc:ba:97:e1:36:0e,-50,ESP32_02327255,322,272,255,NORMAL
1753828556,cc:ba:97:e1:36:0e,-86,ESP32_12121215,322,297,255,NORMAL
1753828601,cc:ba:97:e1:36:0e,-50,ESP32_52259402,1112,317,270,EXPOSURE
1753828621,cc:ba:97:e1:36:0e,-57,ESP32_22249452,1112,338,287,EXPOSURE
1753828638,cc:ba:97:e1:36:0e,-60,ESP32_42101011,1112,354,301,EXPOSURE
1753828655,cc:ba:97:e1:36:0e,-91,ESP32_18362894,1112,373,301,NORMAL
1753828665,cc:ba:97:e1:36:0e,-72,ESP32_71162841,1112,398,301,NORMAL
1753828656,cc:ba:97:e1:36:0e,-51,ESP32_18362842,1112,412,315,EXPOSURE
1753828701,cc:ba:97:e1:36:0e,-57,ESP32_52259412,912,439,331,EXPOSURE
1753828738,cc:ba:97:e1:36:0e,-60,ESP32_42107091,912,458,357,EXPOSURE
1753828755,cc:ba:97:e1:36:0e,-91,ESP32_98362811,912,472,357,NORMAL
1753828755,cc:ba:97:e1:36:0e,-72,ESP32_78361844,912,497,357,NORMAL
1753828756,cc:ba:97:e1:36:0e,-51,ESP32_38312841,912,514,373,EXPOSURE
