timeStamp,peerId,rssi,deviceId,uploadDuration,contactDuration,closeContactDuration,exposureStatus
1753829865,cc:ba:97:e2:ae:b6,-75,ESP32_28568870,562,0,0,NORMAL
1753829883,cc:ba:97:e2:ae:b6,-83,ESP32_32607453,562,19,0,NORMAL
1753829902,cc:ba:97:e2:ae:b6,-75,ESP32_57613904,562,38,0,NORMAL
1753829920,cc:ba:97:e2:ae:b6,-62,ESP32_92078844,562,56,0,NORMAL
1753829939,cc:ba:97:e2:ae:b6,-74,ESP32_32457042,562,75,0,NORMAL
1753829964,cc:ba:97:e2:ae:b6,-81,ESP32_58642100,642,100,0,NORMAL
1753829982,cc:ba:97:e2:ae:b6,-73,ESP32_18017725,642,118,0,NORMAL
1753830001,cc:ba:97:e2:ae:b6,-73,ESP32_54173841,642,137,0,NORMAL
1753830019,cc:ba:97:e2:ae:b6,-94,ESP32_60033123,642,142,0,NORMAL
1753830019,cc:ba:97:e2:ae:b6,-81,ESP32_60033123,642,155,0,NORMAL
1753830038,cc:ba:97:e2:ae:b6,-71,ESP32_18493207,642,174,0,NORMAL
1753830063,cc:ba:97:e2:ae:b6,-71,ESP32_30969895,1033,199,0,NORMAL
1753830082,cc:ba:97:e2:ae:b6,-79,ESP32_20718283,1033,201,0,NORMAL
1753830082,cc:ba:97:e2:ae:b6,-70,ESP32_20718283,1033,218,0,NORMAL
1753830100,cc:ba:97:e2:ae:b6,-70,ESP32_38054576,1033,236,0,NORMAL
1753830121,cc:ba:97:e2:ae:b6,-69,ESP32_14951078,1033,257,0,NORMAL
1753830164,cc:ba:97:e2:ae:b6,-70,ESP32_08868313,881,300,0,NORMAL
1753830182,cc:ba:97:e2:ae:b6,-71,ESP32_70378895,881,318,0,NORMAL
1753830201,cc:ba:97:e2:ae:b6,-86,ESP32_00380551,881,337,0,NORMAL
1753830220,cc:ba:97:e2:ae:b6,-72,ESP32_58419605,881,356,0,NORMAL
1753830230,cc:ba:97:e2:ae:b6,-70,ESP32_98074576,1139,376,0,NORMAL
1753830241,cc:ba:97:e2:ae:b6,-69,ESP32_04941078,1139,397,0,NORMAL
1753830254,cc:ba:97:e2:ae:b6,-70,ESP32_38148313,1139,410,0,NORMAL
1753830262,cc:ba:97:e2:ae:b6,-71,ESP32_40358695,1139,428,0,NORMAL
1753830271,cc:ba:97:e2:ae:b6,-76,ESP32_00380651,1139,453,0,NORMAL
1753830290,cc:ba:97:e2:ae:b6,-71,ESP32_58441305,729,476,0,NORMAL
1753830354,cc:ba:97:e2:ae:b6,-70,ESP32_08848313,729,410,0,NORMAL
1753830362,cc:ba:97:e2:ae:b6,-63,ESP32_70338895,729,428,0,NORMAL
1753830371,cc:ba:97:e2:ae:b6,-60,ESP32_00181551,729,453,18,EXPOSURE
1753830390,cc:ba:97:e2:ae:b6,-72,ESP32_58349605,729,476,18,NORMAL
