timeStamp,peerId,rssi,deviceId,uploadDuration,contactDuration,closeContactDuration,exposureStatus
1753829057,cc:ba:97:e2:ae:b6,-62,ESP32_18315612,1532,0,0,NORMAL
1753829076,cc:ba:97:e2:ae:b6,-61,ESP32_22387542,1532,21,0,NORMAL
1753829108,cc:ba:97:e2:ae:b6,-61,ESP32_95031388,1532,44,0,NORMAL
1753829122,cc:ba:97:e2:ae:b6,-63,ESP32_02029397,1532,58,0,NORMAL
1753829139,cc:ba:97:e2:ae:b6,-64,ESP32_94608712,1532,75,0,NORMAL
1753829164,cc:ba:97:e2:ae:b6,-67,ESP32_82587206,492,100,0,NORMAL
1753829182,cc:ba:97:e2:ae:b6,-61,ESP32_30631412,492,118,0,NORMAL
1753829200,cc:ba:97:e2:ae:b6,-61,ESP32_54157878,492,136,0,NORMAL
1753829219,cc:ba:97:e2:ae:b6,-69,ESP32_44729977,492,155,0,NORMAL
1753829241,cc:ba:97:e2:ae:b6,-61,ESP32_77785380,492,177,0,NORMAL
1753829264,cc:ba:97:e2:ae:b6,-70,ESP32_12805781,502,199,0,NORMAL
1753829285,cc:ba:97:e2:ae:b6,-70,ESP32_84622077,502,221,0,NORMAL
1753829302,cc:ba:97:e2:ae:b6,-62,ESP32_08824164,502,238,0,NORMAL
1753829321,cc:ba:97:e2:ae:b6,-59,ESP32_16348047,502,257,21,EXPOSURE
1753829339,cc:ba:97:e2:ae:b6,-61,ESP32_34329154,502,275,21,NORMAL
1753829364,cc:ba:97:e2:ae:b6,-71,ESP32_32457042,793,301,21,NORMAL
1753829382,cc:ba:97:e2:ae:b6,-60,ESP32_04043685,793,318,42,EXPOSURE
1753829401,cc:ba:97:e2:ae:b6,-57,ESP32_10313807,793,337,61,EXPOSURE
1753829423,cc:ba:97:e2:ae:b6,-68,ESP32_91125507,793,359,61,NORMAL
1753829429,cc:ba:97:e2:ae:b6,-97,ESP32_41322501,793,378,61,NORMAL
1753829443,cc:ba:97:e2:ae:b6,-66,ESP32_16342608,793,396,61,NORMAL
1753829464,cc:ba:97:e2:ae:b6,-71,ESP32_42557042,793,411,61,NORMAL
1753829482,cc:ba:97:e2:ae:b6,-61,ESP32_04543685,469,428,61,NORMAL
1753829501,cc:ba:97:e2:ae:b6,-54,ESP32_10513807,469,447,92,EXPOSURE
1753829523,cc:ba:97:e2:ae:b6,-60,ESP32_91525507,469,469,101,NORMAL
1753829543,cc:ba:97:e2:ae:b6,-67,ESP32_21135550,469,488,101,NORMAL
1753829560,cc:ba:97:e2:ae:b6,-66,ESP32_36354601,469,506,101,NORMAL
1753829580,cc:ba:97:e2:ae:b6,-69,ESP32_12344208,469,523,101,NORMAL
