timeStamp,peerId,rssi,deviceId,uploadDuration,contactDuration,closeContactDuration,exposureStatus
1753830264,cc:ba:97:e2:ae:b6,-81,ESP32_96164008,602,0,0,NORMAL
1753830283,cc:ba:97:e2:ae:b6,-73,ESP32_11232375,602,19,0,NORMAL
1753830301,cc:ba:97:e2:ae:b6,-72,ESP32_82587106,602,37,0,NORMAL
1753830320,cc:ba:97:e2:ae:b6,-76,ESP32_22830807,602,56,0,NORMAL
1753830339,cc:ba:97:e2:ae:b6,-65,ESP32_68193751,602,75,0,NORMAL
1753830363,cc:ba:97:e2:ae:b6,-64,ESP32_24578565,541,99,0,NORMAL
1753830382,cc:ba:97:e2:ae:b6,-65,ESP32_82587206,541,118,0,NORMAL
1753830400,cc:ba:97:e2:ae:b6,-63,ESP32_70694666,541,136,0,NORMAL
1753830419,cc:ba:97:e2:ae:b6,-60,ESP32_30709086,541,155,0,NORMAL
1753830437,cc:ba:97:e2:ae:b6,-69,ESP32_32607453,541,173,0,NORMAL
1753830463,cc:ba:97:e2:ae:b6,-68,ESP32_16344608,702,199,0,NORMAL
1753830481,cc:ba:97:e2:ae:b6,-73,ESP32_58860383,702,217,0,NORMAL
1753830500,cc:ba:97:e2:ae:b6,-76,ESP32_86859024,702,236,0,NORMAL
1753830518,cc:ba:97:e2:ae:b6,-65,ESP32_54173841,702,254,0,NORMAL
1753830537,cc:ba:97:e2:ae:b6,-75,ESP32_84458319,702,273,0,NORMAL
1753830563,cc:ba:97:e2:ae:b6,-65,ESP32_24902999,1272,299,0,NORMAL
1753830581,cc:ba:97:e2:ae:b6,-68,ESP32_44923438,1272,317,0,NORMAL
1753830600,cc:ba:97:e2:ae:b6,-67,ESP32_30709186,1272,336,0,NORMAL
1753830618,cc:ba:97:e2:ae:b6,-64,ESP32_56979278,1272,354,0,NORMAL
1753830637,cc:ba:97:e2:ae:b6,-67,ESP32_82483268,1272,373,0,NORMAL
1753830662,cc:ba:97:e2:ae:b6,-65,ESP32_58944329,1272,398,0,NORMAL
1753830680,cc:ba:97:e2:ae:b6,-68,ESP32_32523425,1272,416,0,NORMAL
1753830699,cc:ba:97:e2:ae:b6,-80,ESP32_83056805,1272,435,0,NORMAL
1753830718,cc:ba:97:e2:ae:b6,-94,ESP32_12519441,912,459,0,NORMAL
1753830728,cc:ba:97:e2:ae:b6,-86,ESP32_38519118,912,474,0,NORMAL
1753830736,cc:ba:97:e2:ae:b6,-82,ESP32_22387542,912,492,0,NORMAL
1753830758,cc:ba:97:e2:ae:b6,-94,ESP32_12519141,912,509,0,NORMAL
1753830768,cc:ba:97:e2:ae:b6,-86,ESP32_38529418,912,524,0,NORMAL
1753830786,cc:ba:97:e2:ae:b6,-82,ESP32_22147542,912,542,0,NORMAL
