timeStamp,peerId,rssi,deviceId,uploadDuration,contactDuration,closeContactDuration,exposureStatus
1753827851,cc:ba:97:e2:ae:b6,-54,ESP32_41217078,482,0,0,NORMAL
1753827861,cc:ba:97:e2:ae:b6,-56,ESP32_41037078,482,19,19,NORMAL
1753827880,cc:ba:97:e2:ae:b6,-54,ESP32_02378667,482,36,36,NORMAL
1753827898,cc:ba:97:e2:ae:b6,-50,ESP32_22353113,482,54,54,NORMAL
1753827916,cc:ba:97:e2:ae:b6,-59,ESP32_82652871,482,72,72,NORMAL
1753827935,cc:ba:97:e2:ae:b6,-62,ESP32_28482001,482,91,72,NORMAL
1753827959,cc:ba:97:e2:ae:b6,-53,ESP32_06914797,402,115,79,NORMAL
1753827978,cc:ba:97:e2:ae:b6,-62,ESP32_88013909,402,134,79,NORMAL
1753827997,cc:ba:97:e2:ae:b6,-66,ESP32_79288096,402,153,79,NORMAL
1753828015,cc:ba:97:e2:ae:b6,-68,ESP32_18091286,402,171,79,NORMAL
1753828023,cc:ba:97:e2:ae:b6,-59,ESP32_16267839,402,199,91,NORMAL
1753828033,cc:ba:97:e2:ae:b6,-75,ESP32_11247839,402,211,91,NORMAL
1753828059,cc:ba:97:e2:ae:b6,-60,ESP32_84141138,1723,225,103,NORMAL
1753828067,cc:ba:97:e2:ae:b6,-70,ESP32_62879266,1723,243,103,NORMAL
1753828077,cc:ba:97:e2:ae:b6,-78,ESP32_61879266,1723,269,103,NORMAL
1753828096,cc:ba:97:e2:ae:b6,-55,ESP32_98612060,1723,282,121,NORMAL
1753828114,cc:ba:97:e2:ae:b6,-53,ESP32_44769182,1723,305,139,EXPOSURE
1753828135,cc:ba:97:e2:ae:b6,-56,ESP32_82427624,1723,321,150,EXPOSURE
1753828149,cc:ba:97:e2:ae:b6,-57,ESP32_12774025,642,348,168,EXPOSURE
1753828159,cc:ba:97:e2:ae:b6,-56,ESP32_44774036,642,365,184,EXPOSURE
1753828167,cc:ba:97:e2:ae:b6,-59,ESP32_68479294,642,383,202,EXPOSURE
1753828196,cc:ba:97:e2:ae:b6,-56,ESP32_04043685,642,403,221,EXPOSURE
1753828214,cc:ba:97:e2:ae:b6,-63,ESP32_19112643,642,420,221,NORMAL
1753828219,cc:ba:97:e2:ae:b6,-80,ESP32_36062613,642,441,221,NORMAL
1753828233,cc:ba:97:e2:ae:b6,-60,ESP32_44923438,642,469,239,EXPOSURE
1753828277,cc:ba:97:e2:ae:b6,-59,ESP32_31475294,787,483,254,EXPOSURE
1753828296,cc:ba:97:e2:ae:b6,-56,ESP32_14243685,787,503,273,EXPOSURE
1753828314,cc:ba:97:e2:ae:b6,-63,ESP32_16042613,787,520,297,NORMAL
1753828316,cc:ba:97:e2:ae:b6,-80,ESP32_46066633,787,541,297,NORMAL
1753828333,cc:ba:97:e2:ae:b6,-60,ESP32_64953431,787,559,316,EXPOSURE
